Wavelength (nm),Air_n,Air_k,SiO2_n,SiO2_k,ITO_n,ITO_k,Al_n,Al_k,TCTA_n,TCTA_k,PEDOT_n,PEDOT_k,Irppy_n,Irppy_k,TPBi_n,TPBi_k,B3PyMPM_n,B3PyMPM_k,CBP_n,CBP_k,LiF_n,LiF_k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1,0,1.4578,0,2.21092,0.02023,0.28801,3.58662,2.10648359,0.35733995,1.61921,0.00894,1.80021,0.17747,2.06323,0.05735,2.35E+00,0.00E+00,2.17E+00,2.33E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,0,1.4578,0,2.20745,0.01995,0.2902,3.60072,2.119201055,0.345620192,1.61842,0.0087,1.79958,0.17938,2.05492,0.04633,2.34E+00,0.00E+00,2.18E+00,2.13E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1,0,1.4578,0,2.20442,0.01966,0.29239,3.61481,2.13191852,0.333900434,1.61763,0.00847,1.79895,0.1813,2.04662,0.03531,2.33E+00,0.00E+00,2.19E+00,1.92E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1,0,1.4577,0,2.2026,0.01938,0.29458,3.62891,2.142664985,0.318922087,1.61684,0.00823,1.79859,0.18333,2.03294,0.02495,2.32E+00,0.00E+00,2.19E+00,1.67E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1,0,1.4577,0,2.20078,0.01909,0.29676,3.643,2.15341145,0.30394374,1.61605,0.008,1.79823,0.18537,2.01926,0.01459,2.31E+00,0.00E+00,2.18E+00,1.43E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1,0,1.4576,0,2.19896,0.01881,0.29845,3.65421,2.161351115,0.286488254,1.61526,0.00803,1.79807,0.18751,2.01276,0.00807,2.30E+00,0.00E+00,2.18E+00,1.23E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1,0,1.4576,0,2.19714,0.01852,0.30013,3.66541,2.16929078,0.269032768,1.61447,0.00805,1.79791,0.18965,2.00625,0.00156,2.29E+00,0.00E+00,2.17E+00,1.03E-01,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1,0,1.4575,0,2.19532,0.01824,0.30181,3.67661,2.173858315,0.250182144,1.61368,0.00808,1.79792,0.19186,1.99985,0.000779,2.28E+00,0.00E+00,2.16E+00,8.58E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1,0,1.4574,0,2.1935,0.01795,0.30349,3.68782,2.17842585,0.231331519,1.61289,0.00811,1.79793,0.19407,1.99346,0,2.28E+00,0.00E+00,2.15E+00,6.86E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1,0,1.4574,0,2.19168,0.01767,0.30518,3.69902,2.179446805,0.212279963,1.6121,0.00814,1.79811,0.19632,1.9881,0,2.27E+00,0.00E+00,2.14E+00,5.63E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1,0,1.4573,0,2.18986,0.01738,0.30686,3.71023,2.18046776,0.193228407,1.61131,0.00816,1.79829,0.19858,1.98274,0,2.26E+00,0.00E+00,2.13E+00,4.40E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1,0,1.4573,0,2.18804,0.0171,0.30854,3.72143,2.17818231,0.17508142,1.61052,0.00819,1.79867,0.20085,1.97761,0,2.25E+00,0.00E+00,2.12E+00,3.45E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1,0,1.4573,0,2.18622,0.01681,0.31022,3.73263,2.17589686,0.156934433,1.60973,0.00822,1.79905,0.20312,1.97248,0,2.25E+00,0.00E+00,2.11E+00,2.51E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1,0,1.4573,0,2.1844,0.01653,0.31191,3.74384,2.170883885,0.14055116,1.60894,0.00825,1.79967,0.20537,1.96903,0,2.24E+00,0.00E+00,2.09E+00,1.70E-02,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1,0,1.4573,0,2.18258,0.01624,0.31359,3.75504,2.16587091,0.124167886,1.60815,0.00827,1.80029,0.20761,1.96558,0,2.24E+00,0.00E+00,2.08E+00,8.89E-03,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,0,1.4572,0,2.18076,0.01596,0.31541,3.76625,2.15890096,0.110076654,1.60684,0.0083,1.8012,0.2098,1.96134,0,2.23E+00,0.00E+00,2.07E+00,4.59E-03,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1,0,1.4572,0,2.17894,0.01567,0.31724,3.77745,2.15193101,0.095985423,1.6052,0.00833,1.8021,0.21199,1.95709,0,2.23E+00,0.00E+00,2.06E+00,2.95E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1,0,1.4571,0,2.17712,0.01539,0.31906,3.78866,2.143799765,0.084374183,1.60356,0.00836,1.80328,0.21408,1.95151,0,2.22E+00,0.00E+00,2.05E+00,1.47E-04,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1,0,1.457,0,2.17531,0.0151,0.32088,3.79986,2.13566852,0.072762943,1.60192,0.00838,1.80447,0.21616,1.94592,0,2.22E+00,0.00E+00,2.04E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1,0,1.457,0,2.17349,0.01481,0.32271,3.81107,2.12705785,0.063531892,1.6011,0.00841,1.80593,0.2181,1.94363,0,2.21E+00,0.00E+00,2.03E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1,0,1.4569,0,2.17167,0.01453,0.32453,3.82228,2.11844718,0.054300841,1.60031,0.00844,1.80739,0.22003,1.94133,0,2.21E+00,0.00E+00,2.02E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1,0,1.4568,0,2.16943,0.01424,0.32635,3.83348,2.1098468,0.047155056,1.59952,0.00847,1.80911,0.22178,1.93945,0,2.20E+00,0.00E+00,2.01E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1,0,1.4568,0,2.16716,0.01396,0.32817,3.84469,2.10124642,0.040009271,1.59873,0.00849,1.81082,0.22354,1.93756,0,2.20E+00,0.00E+00,2.01E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1,0,1.4568,0,2.16489,0.01367,0.33,3.8559,2.092942305,0.034562694,1.59794,0.00852,1.81278,0.2251,1.9348,0,2.20E+00,0.00E+00,2.00E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1,0,1.4567,0,2.16261,0.01339,0.33182,3.8671,2.08463819,0.029116117,1.59715,0.00855,1.81473,0.22666,1.93204,0,2.19E+00,0.00E+00,1.99E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1,0,1.4567,0,2.16034,0.0131,0.3338,3.87855,2.07675249,0.024981744,1.59636,0.00858,1.81693,0.22804,1.92923,0,2.19E+00,0.00E+00,1.98E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1,0,1.4567,0,2.15806,0.01282,0.33578,3.89,2.06886679,0.020847371,1.59557,0.0086,1.81912,0.22942,1.92642,0,2.19E+00,0.00E+00,1.98E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1,0,1.4566,0,2.15579,0.01253,0.33776,3.90145,2.06142176,0.017697129,1.59478,0.00863,1.8216,0.23063,1.92543,0,2.18E+00,0.00E+00,1.97E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1,0,1.4566,0,2.15351,0.01225,0.33974,3.9129,2.05397673,0.014546886,1.59399,0.00866,1.82408,0.23183,1.92445,0,2.18E+00,0.00E+00,1.96E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1,0,1.4565,0,2.15124,0.01196,0.34172,3.92435,2.04695548,0.012136761,1.5932,0.00868,1.82689,0.23286,1.92004,0,2.17E+00,0.00E+00,1.96E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1,0,1.4565,0,2.14896,0.01174,0.3437,3.9358,2.03993423,0.009726635,1.59241,0.00871,1.8297,0.23388,1.91562,0,2.17E+00,0.00E+00,1.95E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1,0,1.4565,0,2.14669,0.01158,0.34567,3.94725,2.03331953,0.007894819,1.59162,0.00874,1.83287,0.23467,1.91387,0,2.17E+00,0.00E+00,1.95E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1,0,1.4564,0,2.14442,0.01141,0.34765,3.9587,2.02670483,0.006063002,1.59083,0.00877,1.83605,0.23547,1.91212,0,2.16E+00,0.00E+00,1.94E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1,0,1.4564,0,2.14214,0.01124,0.34963,3.97015,2.020492135,0.004708741,1.59004,0.00879,1.83959,0.23595,1.90994,0,2.16E+00,0.00E+00,1.94E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1,0,1.4563,0,2.13987,0.01107,0.35161,3.9816,2.01427944,0.00335448,1.58857,0.00882,1.84313,0.23643,1.90776,0,2.16E+00,0.00E+00,1.93E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1,0,1.4563,0,2.13779,0.0109,0.35358,3.9923,2.008472295,0.002408942,1.58693,0.00885,1.84697,0.23649,1.9054,0,2.16E+00,0.00E+00,1.93E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1,0,1.4562,0,2.13641,0.01074,0.35555,4.00301,2.00266515,0.001463404,1.58529,0.00888,1.85081,0.23655,1.90304,0,2.15E+00,0.00E+00,1.93E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1,0,1.4562,0,2.13503,0.01057,0.35752,4.01372,1.997264365,0.00086477,1.58389,0.0089,1.85485,0.23609,1.90269,0,2.15E+00,0.00E+00,1.92E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1,0,1.4561,0,2.13365,0.0104,0.35949,4.02443,1.99186358,0.000266135,1.58389,0.00893,1.85888,0.23563,1.90233,0,2.15E+00,0.00E+00,1.92E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1,0,1.4561,0,2.13227,0.01023,0.36147,4.03514,1.986860565,0.000133068,1.58389,0.00896,1.86294,0.23458,1.89873,0,2.15E+00,0.00E+00,1.91E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1,0,1.456,0,2.13089,0.01007,0.36344,4.04585,1.98185755,0,1.58389,0.00899,1.86701,0.23353,1.89513,0,2.14E+00,0.00E+00,1.91E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1,0,1.456,0,2.12952,0.0099,0.36541,4.05656,1.97723454,0,1.58354,0.00901,1.87092,0.2319,1.89326,0,2.14E+00,0.00E+00,1.91E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1,0,1.456,0,2.12814,0.00973,0.36738,4.06727,1.97261153,0,1.5819,0.00904,1.87482,0.23026,1.89139,0,2.14E+00,0.00E+00,1.91E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1,0,1.456,0,2.12676,0.00956,0.36935,4.07797,1.968346955,0,1.58026,0.00907,1.87841,0.2281,1.89073,0,2.14E+00,0.00E+00,1.90E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1,0,1.456,0,2.12538,0.0094,0.37132,4.08868,1.96408238,0,1.57862,0.0091,1.882,0.22594,1.89007,0,2.14E+00,0.00E+00,1.90E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1,0,1.4559,0,2.124,0.00923,0.37317,4.09922,1.96015711,0,1.57746,0.00912,1.88514,0.22339,1.88754,0,2.13E+00,0.00E+00,1.90E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1,0,1.4558,0,2.12262,0.00906,0.37501,4.10976,1.95623184,0,1.57667,0.00915,1.88829,0.22084,1.88501,0,2.13E+00,0.00E+00,1.89E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1,0,1.4558,0,2.12124,0.00889,0.37686,4.1203,1.95263208,0,1.57588,0.00918,1.89094,0.21806,1.88329,0,2.13E+00,0.00E+00,1.89E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1,0,1.4557,0,2.11987,0.00872,0.37871,4.13084,1.94903232,0,1.57509,0.00921,1.89359,0.21529,1.88158,0,2.13E+00,0.00E+00,1.89E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1,0,1.4556,0,2.11849,0.00856,0.38055,4.14138,1.94574749,0,1.5743,0.00923,1.89577,0.21245,1.87835,0,2.13E+00,0.00E+00,1.89E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1,0,1.4555,0,2.11711,0.00839,0.3824,4.15192,1.94246266,0,1.57351,0.00926,1.89796,0.20962,1.87512,0,2.12E+00,0.00E+00,1.88E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1,0,1.4555,0,2.11573,0.00822,0.38425,4.16246,1.939480605,0,1.57272,0.00929,1.89975,0.20684,1.87508,0,2.12E+00,0.00E+00,1.88E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1,0,1.4555,0,2.11435,0.00805,0.38609,4.173,1.93649855,0,1.57193,0.00932,1.90155,0.20406,1.87503,0,2.12E+00,0.00E+00,1.88E+00,0.00E+00,1.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
